pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt
"Kepler-345 c",1.20000000,2.20000000000000e+00,1.220000,25.8300,4504.00,0.000000,575.00
"KOI-142 c",14.00000000,2.14100000000000e+02,0.429000,28.7874,5466.00,0.057240,635.87
"HD 148427 b",13.70000000,3.81394088400000e+02,0.815000,4.8905,5025.00,0.120000,451.86
"Kepler-271 c",0.95000000,,5.180000,119.6310,5555.00,0.000000,850.00
"Pr0211 b",13.40000000,,1.360000,457.3078,5300.00,0.011000,1304.13
"EPIC 201427007 b",1.50000000,,4.660000,,5633.00,,
"Kepler-372 c",2.09000000,,3.020000,91.8810,6509.00,0.000000,755.00
"Kepler-338 c",2.34000000,,2.610000,119.6480,5923.00,0.030000,831.00
"TOI-4156 b",2.53823825,,2.350000,459.4950,5971.64,,1289.00
"GJ 3998 c",2.50000000,,2.400000,5.4000,3726.00,0.000000,423.49
"HD 137388 b",9.32000000,,0.431000,0.5807,5181.00,0.360000,248.42
"Kepler-1673 b",2.93551940,,1.940000,30.5000,6014.95,0.000000,611.00
"Kepler-1868 b",3.14950109,,1.780000,0.5000,4658.00,0.000000,215.00
"HD 87883 b",12.70000000,2.00549724817000e+03,5.380000,0.0238,4980.00,0.720000,110.52
"Kepler-740 b",4.57000000,,1.090000,432.8660,5438.00,0.000000,1131.00
"Kepler-1322 c",2.15492527,,2.900000,144.0600,5704.00,0.000000,883.00
"Kepler-379 b",1.66000000,,4.070000,90.3460,6054.00,0.000000,775.00
"HD 216435 b",13.70000000,,0.856000,0.5501,5999.00,0.070000,242.57
"OGLE-2005-BLG-169L b",3.84000000,1.41000000000000e+01,1.370000,,,,
"HD 215152 d",,7.70416058568000e+02,,38.7790,4935.00,0.000000,685.43
"HATS-76 b",12.09449018,8.35570882003000e+02,2.580000,129.8000,4016.00,0.062000,939.80
"Kepler-1211 b",2.55000000,,2.330000,130.9000,5705.00,0.000000,840.00
"HAT-P-33 b",20.73665000,2.92403600000000e+02,0.200000,1701.3800,6446.00,0.000000,1782.00
"HD 12235 c",12.50000000,3.13569506346200e+03,8.820000,0.0076,5986.00,0.174000,82.22
"CoRoT-26 b",14.12000000,1.65260000000000e+02,0.280000,1021.0065,5590.00,0.000000,1600.00
"Kepler-1161 b",2.13000000,,2.950000,26.2290,4253.00,0.000000,485.00
"Kepler-224 e",1.97000000,,3.260000,18.7320,5018.00,0.000000,517.00
"mu Leo b",13.30000000,,1.780000,51.7863,4538.20,0.090000,704.49
"WASP-176 b",16.86954500,2.71744650000000e+02,0.310000,1703.2413,5941.00,0.000000,1721.00
"WASP-65 b",12.46400000,4.92620000000000e+02,1.500000,957.0053,5600.00,0.000000,1480.00
"EPIC 220554210 c",1.60000000,,4.280000,,5499.00,,
"HD 60292 b",12.70000000,,5.540000,110.1333,4348.00,0.270000,889.53
"HD 2685 b",16.14096000,3.71861100000000e+02,0.486000,1436.4900,6801.00,0.091000,2061.00
"HIP 12961 b",13.20000000,,0.273000,1.5889,3901.00,0.170000,303.32
"TOI-1346 b",2.39000000,,2.540000,468.5415,5099.00,,1324.00
"K2-53 b",2.60000000,,2.270000,52.5000,5263.00,,665.00
"WASP-117 b",11.88154000,9.53490000000000e+01,0.344500,706.3929,6040.00,0.300000,1001.00
"Kepler-363 d",2.05000000,,3.100000,203.7610,5593.00,0.000000,905.00
"K2-37 b",1.39000000,,5.140000,193.0000,5352.00,,949.00
"Kepler-1594 b",1.06000000,,5.540000,672.4140,5946.00,0.000000,1360.00
"HD 4917 b",13.50000000,,1.150000,20.9781,4802.00,0.066000,479.78
"DENIS-P J082303.1-491201 b",11.90000000,9.05777000000000e+03,29.500000,,,0.345000,
"HIP 65407 b",14.30000000,,0.256000,20.7979,5460.00,0.140000,610.68
"Kepler-1149 b",1.44000000,,4.910000,653.8310,5833.00,0.000000,1128.00
"Gaia-1 b",13.77583728,5.33951723760000e+02,1.120000,426.5351,5470.00,,1159.07
"Kepler-1527 b",4.77000000,,1.030000,7.8130,6224.00,0.000000,450.00
"Kepler-986 b",2.36000000,,2.580000,10.8570,5642.00,0.000000,465.00
"Kepler-1070 b",1.73000000,,3.860000,380.1340,6261.00,0.000000,1101.00
"HD 31527 b",3.22000000,,1.720000,76.3108,5898.00,0.100000,832.20
"Kepler-286 d",1.33000000,,5.440000,173.9000,5580.00,0.000000,919.00
"Kepler-1141 b",0.82000000,,4.750000,1146.9530,5791.00,0.000000,1471.00
"Kepler-1980 b",2.21000000,,2.810000,23.9500,5819.00,0.000000,564.00
"Kepler-733 b",2.82000000,,2.050000,24.5070,5418.00,0.000000,595.00
"TOI-4405 b",2.55505441,,2.330000,48.1559,4467.38,,671.87
"Kepler-1845 b",2.43836702,,2.470000,27.4700,4703.00,0.000000,584.00
"HD 168443 b",12.60000000,,6.660000,28.2942,5491.00,0.530000,641.03
"TOI-5938 b",3.82000000,,1.380000,249.2730,4650.00,,1077.00
"Kepler-1034 b",2.26000000,,2.730000,36.7870,5198.00,0.000000,675.00
"OGLE-2014-BLG-1760L b",13.80000000,2.95898246917000e+02,0.619000,,,,
"OGLE-2018-BLG-1647L b",13.80000000,3.08293554790000e+02,0.645000,,,,
"Kepler-1286 b",2.15000000,,2.910000,151.7700,5753.00,0.000000,888.00
"K2-189 b",1.40300000,,5.070000,497.0000,5442.00,,1203.00
"HD 13724 c",8.18000000,,0.511000,3.9773,5835.31,0.651000,393.06
"Kepler-643 b",10.16000000,3.21008300000000e+02,1.680000,211.7110,4908.00,0.370000,963.00
"OGLE-2012-BLG-0026L b",7.72000000,4.61000000000000e+01,0.551000,,,,
"CoRoT-7 c",2.83000000,8.40000000000000e+00,2.040000,242.7184,5256.00,0.000000,1098.59
"Kepler-318 b",4.71000000,,1.050000,333.1490,5746.00,0.000000,1039.00
"HD 185269 b",13.80000000,,0.671000,832.9821,5923.00,0.229000,1455.61
"Kepler-47 b",3.05000000,2.07000000000000e+00,0.400000,10.1419,5636.00,0.021000,490.20
"HD 156098 b",4.12000000,,1.250000,416.9726,6419.19,0.109000,1257.73
"HD 190007 b",4.06000000,,1.270000,24.6845,4610.00,0.136000,651.41
"TOI-2095 c",1.33000000,7.40000000000000e+00,,1.8400,3759.00,0.000000,297.00
"HD 155358 c",13.90000000,,0.534000,1.9155,5900.00,0.160000,330.92
"Kepler-1603 b",1.29000000,,5.660000,1269.4600,6241.00,0.000000,1522.00
"Kepler-732 b",2.18000000,,2.860000,8.5590,3631.00,0.000000,407.00
"HATS-27 b",16.81350000,1.68449900000000e+02,0.180000,1342.5733,6438.00,0.581000,1659.00
"HD 32963 b",13.40000000,6.57904802490000e+02,1.500000,0.0996,5727.00,0.070000,157.63
"Kepler-1860 b",1.13863767,,5.770000,56.3000,5420.00,0.000000,697.00
"OGLE-2012-BLG-0563L b",13.60000000,1.20000000000000e+02,0.262000,,,,
"HD 29399 b",13.50000000,,1.110000,2.7435,4845.00,0.050000,358.32
"XO-3 b",14.79585452,4.21758296089000e+03,7.160000,1161.7200,6970.00,0.279100,1890.00
"Kepler-1040 b",2.08000000,,3.040000,2.1210,5694.00,0.000000,300.00
"TOI-5882 b",11.46678726,6.99540323807000e+03,25.400000,4792.5000,5920.00,0.033900,1515.00
"TOI-4511 b",2.75304932,,2.110000,938.9950,5418.77,,1542.00
"KOI-134 c",9.86000000,6.99222495400000e+01,0.401000,79.0510,6160.00,0.240000,798.82
"Kepler-542 b",1.57000000,,4.390000,61.5730,5526.00,0.000000,698.00
"KMT-2023-BLG-1896L b",4.19000000,1.63500000000000e+01,1.220000,,,,
"Kepler-1683 b",1.87477762,,3.480000,47.3200,5429.00,0.000000,669.00
"HD 23472 c",1.87000000,3.41000000000000e+00,3.100000,7.9600,4684.00,0.063000,467.00
"Kepler-285 c",1.12000000,,5.710000,137.0680,5411.00,0.000000,851.00
"HD 17092 b",12.50000000,,9.060000,33.1963,4326.00,0.170000,671.64
"Kepler-339 c",1.15000000,7.30000000000000e+00,26.400000,101.8410,5631.00,0.000000,914.00
"Kepler-310 c",3.38000000,,1.620000,7.1090,5797.00,0.000000,417.00
"HD 1690 b",12.50000000,,7.860000,17.8958,4374.00,0.640000,841.73
"Kepler-1398 b",0.90000000,,5.020000,1249.4880,6126.00,0.000000,1510.00
"NGTS-8 b",12.21781000,2.95581900000000e+02,0.890000,503.0000,5241.00,0.010000,1345.00
"HD 3765 b",8.56000000,,0.482000,0.0863,5049.80,0.298000,152.85
"KOBE-1 c",3.56000000,,1.510000,3.9100,4135.00,0.000000,392.50
"TOI-6420 b",11.93756445,2.60619293740000e+03,8.400000,106.6190,6020.00,0.078000,1213.00
"KMT-2019-BLG-2783L b",13.70000000,3.68680952120000e+02,0.788000,,,,
"Kepler-970 b",2.60900000,,2.260000,11.1110,4290.00,0.340000,464.00
"TOI-5388.01",0.99000000,2.20000000000000e+00,11.900000,3.3023,3440.00,,488.00
"HD 45364 c",14.20000000,,0.335000,0.7829,5466.00,0.019000,261.82
"HAT-P-70 b",20.96083000,2.15488740000000e+03,1.540000,5405.6000,8450.00,0.000000,2562.00
"Kepler-69 c",1.71000000,,3.920000,2.6870,5638.00,0.140000,299.00
"HD 218566 b",9.32000000,,0.431000,0.7414,4730.00,0.300000,253.15
"Kepler-454 b",2.37000000,5.40000000000000e+00,2.230000,117.7000,5687.00,0.320000,916.00
"BD+63 1405 b",12.40000000,3.30541543280000e+03,9.530000,0.0911,5000.00,0.880000,150.69
"MOA-2011-BLG-291L b",4.43000000,1.80000000000000e+01,1.140000,,,,
"Kepler-311 c",1.43000000,,4.940000,72.4560,5905.00,0.000000,744.00
"Kepler-943 b",5.93000000,,0.777000,10.1600,5612.00,0.000000,455.00
"HD 125595 b",,3.53107360177000e+03,,37.7085,4691.00,0.000000,687.97
"HD 113538 c",13.80000000,,0.618000,0.0151,4462.00,0.200000,100.28
"Kepler-836 b",2.73000000,,2.130000,135.7970,5895.00,0.000000,869.00
"TOI-122 b",2.72000000,,2.140000,8.8000,3403.00,0.000000,471.00
"GJ 900 b",12.40000000,3.49611247700000e+03,10.100000,0.0000,3976.00,,1.48
"Kepler-223 c",3.44000000,5.10000000000000e+00,0.710000,302.4740,5803.00,0.150000,947.00
"Kepler-137 b",1.47000000,,4.770000,86.3300,5187.00,0.000000,742.00
"HD 27894 c",8.24000000,,0.506000,9.0713,4875.00,0.015000,498.89
"TOI-5076 b",3.48935569,1.61456830756000e+01,2.080000,12.8373,4780.00,0.000000,550.00
"HD 196067 c",3.21000000,,1.730000,,6072.00,0.235000,
"OGLE-2016-BLG-1093L b",14.00000000,2.25658168970000e+02,0.452000,,,,
"HATS-52 b",15.49083800,7.11939200000000e+02,1.060000,1310.2200,6010.00,0.246000,1834.00
"K2-241 b",2.55000000,,2.330000,14.5807,5262.00,,507.00
"Kepler-250 d",2.18000000,,2.860000,21.4630,5160.00,0.000000,579.00
"HD 240237 b",12.20000000,,15.300000,83.8296,3926.00,0.400000,1153.09
"TOI-1601 b",14.19902343,3.87000000000000e+02,0.740000,1071.4200,5982.00,0.000000,1493.97
"Kepler-1298 b",1.31000000,,5.550000,1003.0270,6339.00,0.000000,1373.00
"HD 4732 b",13.40000000,,1.440000,10.3009,4898.00,0.266000,498.53
"TOI-237 b",1.44000000,,4.910000,3.7000,3212.00,0.000000,388.00
"TOI-1694 b",5.27000000,2.82400000000000e+01,1.062000,195.2882,5005.00,0.122000,1037.00
"K2-155 c",2.60000000,,2.270000,7.0000,4258.00,,583.00
"Kepler-289 b",2.49000000,3.70000000000000e+00,1.450000,27.3710,5990.00,0.000000,607.00
"HIP 109600 b",13.20000000,,2.040000,1.6736,5530.00,0.163000,312.88
"OGLE-2017-BLG-0482L b",2.95000000,9.00000000000000e+00,1.930000,,,,
"HAT-P-44 b",13.92200000,1.11871000000000e+02,0.230000,185.1190,5295.00,0.044000,1108.00
"eps Ind A b",12.70000000,2.06588464550000e+03,5.540000,0.0010,4700.00,0.250000,275.00
"Kepler-407 b",1.19000000,1.93000000000000e+00,5.876579,4102.0080,5487.00,0.000000,1983.00
"HD 48265 b",12.60000000,2.35193021180000e+03,6.460000,1.1670,5733.00,0.211000,283.00
"Kepler-263 b",2.67000000,,2.200000,24.3080,5265.00,0.000000,548.00
"Kepler-1219 b",2.12000000,,2.960000,430.6910,5944.00,0.000000,1159.00
"Kepler-9 b",8.29000000,4.34000000000000e+01,0.420000,48.2290,5774.00,0.060900,661.00
"Kepler-1574 b",1.29000000,,5.660000,289.7780,5892.00,0.000000,1003.00
"Kepler-1411 b",2.82000000,,2.050000,8.9270,5664.00,0.000000,441.00
"TOI-3353.01",2.66675550,,2.200000,313.0426,6365.00,,1264.36
"TOI-2180 b",11.32107051,8.75617261285000e+02,3.320000,2.7100,5695.00,0.368300,348.00
"61 Vir c",4.46000000,,1.130000,16.9856,5577.00,0.140000,565.87
"Kepler-1050 c",1.48000000,,4.730000,40.6440,6010.00,0.000000,935.00
"Kepler-1306 b",1.91000000,,3.400000,52.1460,5727.00,0.000000,678.00
"TOI-2200 b",6.96310517,,0.630000,288.0870,5036.17,,1147.00
"K2-285 c",3.53000000,1.56800000000000e+01,1.950000,50.3500,4975.00,0.000000,741.40
"Kepler-201 c",2.85000000,,2.020000,6.0330,6065.00,0.000000,378.00
"K2-291 b",1.58900000,6.49000000000000e+00,8.840000,633.0000,5520.00,0.000000,1278.00
"HD 220773 b",13.60000000,,1.010000,0.1290,5940.00,0.510000,167.02
"BD-11 4672 b",14.10000000,,0.405000,0.0282,4550.00,0.050000,114.17
"PSR B0329+54 b",1.22000000,,5.960000,,,0.236000,
"TOI-169 b",12.17297400,2.51403530000000e+02,0.760000,1443.0000,5880.00,0.000000,1715.00
"Kepler-1564 b",1.47000000,,4.770000,41.5140,5528.00,0.000000,635.00
"GJ 536 c",2.30000000,,2.660000,1.6920,3641.00,0.000000,290.50
"K2-243 c",2.01000000,,3.180000,80.9171,6570.00,,801.00
"Kepler-332 d",1.18000000,,5.890000,7.2530,4955.00,0.000000,427.00
"Kepler-26 c",2.72000000,6.20000000000000e+00,1.610000,4.8200,3914.00,0.013000,385.00
"Kepler-102 f",0.86100000,4.30000000000000e+00,37.000000,10.0000,4909.00,0.100000,495.00
"Kepler-1147 b",2.61000000,,2.260000,206.5630,5941.00,0.000000,872.00
"Kepler-10 b",1.47000000,3.24000000000000e+00,5.540000,3741.7800,5708.00,0.000000,2188.00
"HD 94834 b",13.70000000,,0.856000,1.3107,4798.00,0.140000,286.45
"Kepler-271 d",0.66000000,,4.190000,189.3430,5555.00,0.000000,954.00
"TOI-1233.01",2.53900000,,2.340000,53.8795,5660.00,0.055000,708.00
"K2-292 b",2.63000000,2.45000000000000e+01,7.400000,67.0000,5725.00,0.040000,795.00
"TOI-2071 b",2.56484195,,2.310000,265.3025,5755.41,,1029.33
"OGLE-2013-BLG-0132L b",11.60000000,9.20000000000000e+01,0.324000,,,,
"K2-157 c",6.08000000,,0.753000,22.6500,5334.00,0.200000,587.00
"Kepler-736 b",2.93000000,,1.950000,233.0310,5217.00,0.000000,996.00
"HD 221585 b",13.50000000,,1.140000,0.4965,5620.00,0.123000,242.77
"XO-2 N b",11.13053700,1.99915070000000e+02,0.715000,428.0360,5290.00,0.000000,1328.00
"4 UMa b",12.60000000,,6.900000,150.0929,4415.00,0.453000,967.44
"Kepler-1318 b",3.11000000,,1.800000,0.4920,4598.00,0.000000,202.00
"K2-69 b",2.32000000,,2.640000,17.9000,4127.00,,573.61
"HD 43197 c",12.60000000,2.50067390627600e+03,6.870000,0.0100,5508.00,0.149000,90.89
"TOI-712 d",2.47400000,,2.420000,1.6000,4622.00,0.073000,313.60
"NGTS-18 b",13.56286665,1.29991818463000e+02,0.280000,845.0000,5610.00,0.000000,1381.00
"Kepler-1046 b",1.71000000,,3.920000,101.4000,5913.00,0.000000,786.00
"Kepler-1361 b",0.86000000,,4.890000,186.0690,5131.00,0.000000,1061.00
"Kepler-1454 b",1.88000000,,3.470000,9.0800,5448.00,0.000000,492.00
"KMT-2021-BLG-1898L b",14.00000000,2.32014737110000e+02,0.465000,,,,
"K2-58 b",2.68000000,,2.180000,118.0000,5413.00,,920.17
"Kepler-301 c",1.35000000,,5.340000,238.4810,5815.00,0.000000,989.00
"K2-229 b",1.00000000,2.55000000000000e+00,7.600000,2290.0000,5315.00,0.000000,1818.00
"Kepler-536 b",3.10000000,,1.810000,892.8120,5524.00,0.000000,1877.00
"Kepler-971 b",2.13000000,,2.950000,82.7660,5431.00,0.000000,1087.00
"Kepler-1148 b",1.69000000,,3.980000,815.4070,5054.00,0.000000,1397.00
"Kepler-1927 b",3.40627075,,1.600000,34.7000,6056.00,0.000000,677.00
"KMT-2024-BLG-1005L b",12.10000000,6.67439654700000e+03,20.700000,,,,
"Kepler-619 b",3.16000000,,1.760000,224.1460,5980.00,0.000000,1073.00
"Kepler-844 b",1.68000000,,4.010000,89.6520,4128.00,0.000000,713.00
"K2-99 b",11.88151954,2.76510714090000e+02,0.900000,357.0000,6069.00,0.220000,1184.00
"Kepler-124 d",1.11000000,,5.670000,10.4990,4984.00,0.000000,428.00
"Kepler-1433 b",1.56000000,,4.410000,535.4200,6097.00,0.000000,1226.00
"Kepler-419 b",10.80000000,7.94500000000000e+02,3.500000,37.4160,6430.00,0.833000,613.00
"Kepler-81 b",2.42000000,1.72000000000000e+01,6.670000,39.9500,4385.00,0.000000,635.00
"HD 142 A d",10.90000000,,0.351000,13.2625,6245.00,0.130000,530.32
"Kepler-713 b",2.48000000,,2.420000,228.2830,5785.00,0.000000,905.00
"Wolf 1061 b",1.21000000,,5.920000,7.3400,3342.00,0.150000,461.10
"Kepler-107 d",0.86000000,7.70000000000000e+00,67.000000,315.0000,5854.00,0.110000,1173.00
"Kepler-238 f",2.00000000,1.35000000000000e+01,1.700000,35.8690,5800.00,0.000000,568.00
"HD 176986 b",,1.48775477316700e+03,,81.7000,4931.00,0.066000,767.00
"K2-403 b",5.33300000,,0.891000,134.8830,5511.00,,949.00
"Kepler-758 b",2.48000000,,2.420000,349.1930,6228.00,0.000000,1005.00
"WASP-41 c",13.10000000,,2.470000,0.5573,5545.00,0.294000,241.00
"GJ 1148 c",9.71000000,,0.409000,0.0163,3287.00,0.342000,99.38
"Kepler-1029 b",1.26000000,,5.850000,92.1600,5030.00,0.000000,790.00
"Kepler-897 b",2.39000000,,2.540000,354.2210,5839.00,0.000000,855.00
"TOI-2092 b",2.94892961,,1.930000,195.7930,5842.06,,1042.00
"TOI-2040 b",10.32347122,2.48223985867000e+02,1.240000,216.0000,5132.00,0.109000,1070.00
"K2-223 c",1.50000000,,4.660000,305.7945,5859.00,,1091.00
"Kepler-317 b",2.09000000,1.09800000000000e+02,66.100000,151.6520,5497.00,0.000000,976.00
"Kepler-435 b",22.31000000,2.66970000000000e+02,0.131000,677.9170,6161.00,0.114000,1729.00
"Kepler-65 c",2.58000000,5.40000000000000e+00,1.640000,609.9920,6211.00,0.020000,1246.00
"Kepler-901 b",1.37000000,,5.240000,68.7230,4184.00,0.000000,704.00
"MOA-2012-BLG-505L b",2.48000000,6.70000000000000e+00,2.410000,,,,
"CFBDSIR J145829+101343 b",12.40000000,3.33710000000000e+03,9.620000,,580.50,,370.00
"HAT-P-9 b",15.61413700,2.38054670000000e+02,0.342000,931.0000,6350.00,0.084000,1540.00
"7 CMa c",13.90000000,,0.566000,2.4917,4826.00,0.080000,350.00
"Kepler-345 b",0.74000000,4.80000000000000e-01,4.800000,35.3700,4504.00,0.000000,622.00
"Kepler-186 b",1.07000000,,5.560000,37.3720,3788.00,0.000000,571.00
"Kepler-1487 b",2.13000000,,2.950000,323.2940,6541.00,0.000000,1682.00
"Kepler-539 c",13.30000000,7.62792000000000e+02,1.780000,0.1486,5820.00,0.500000,253.00
"TOI-5916 b",11.35469745,2.26611654191000e+02,0.860000,51.7000,3613.00,0.090000,683.00
"Kepler-150 e",3.12000000,,1.790000,19.6710,5560.00,0.000000,544.00
"HD 33844 b",13.40000000,,1.460000,5.7778,4861.00,0.150000,430.22
"Kepler-1928 b",1.99200000,,3.220000,37.8000,5720.00,0.430000,621.00
"Kepler-373 c",1.24000000,,5.970000,103.7560,5787.00,0.000000,729.00
"Kepler-394 c",1.66000000,,4.070000,94.5280,6402.00,0.000000,901.00
"HD 136352 d",2.56200000,8.82000000000000e+00,2.878108,5.7400,5664.00,0.000000,431.00
"HD 213240 b",12.80000000,1.65588600047000e+03,4.340000,0.7524,5979.00,0.420000,257.70
"K2-183 d",2.30000000,,2.660000,31.6618,5482.00,,615.00
"TIC 18942729 b",2.00021315,,3.200000,,4360.11,,
"HD 22496 b",2.22000000,,2.800000,26.0000,4385.00,,573.00
"Kepler-517 b",2.67000000,,2.200000,10.5550,5690.00,0.000000,467.00
"Kepler-1640 b",4.82000000,,1.020000,537.4000,6324.00,0.000000,1228.00
"Gaia-5 b",12.10000000,6.63307885409000e+03,20.600000,,3447.00,0.642300,
"Kepler-217 b",2.23000000,,2.770000,1366.4770,6171.00,0.000000,1413.00
"TOI-4153 b",16.11851425,3.65502668050000e+02,0.477000,1212.0072,6860.00,0.039000,1669.00
"Kepler-589 c",1.11727238,,5.710000,344.6100,5372.00,0.000000,1098.00
"OGLE-2019-BLG-0679L b",13.10000000,1.06154687938000e+03,2.590000,,,,
"MOA-2010-BLG-353L b",11.10000000,8.60000000000000e+01,0.346000,,,,
"WASP-73 b",15.91678000,9.08993800000000e+02,1.596000,2242.3605,6030.00,0.000000,1790.00
"Kepler-647 b",1.17000000,,5.870000,162.7940,6020.00,0.000000,788.00
"Kepler-1784 b",2.79936489,,2.060000,64.8000,5442.00,0.000000,724.00
"HIP 79098 AB b",12.10000000,6.51551500000000e+03,20.200000,,9193.75,,2450.00
"Kepler-126 b",1.52000000,,5.762535,298.0880,6239.00,0.070000,1009.00
"Kepler-1559 b",0.72000000,,4.400000,1620.0630,5316.00,0.000000,1609.00
"HATS-39 b",17.59813000,2.00232900000000e+02,0.202000,1547.1014,6572.00,0.275000,1645.00
"Kepler-815 b",4.11000000,,1.250000,979.1360,5028.00,0.000000,1374.00
"HD 210277 b",13.60000000,,0.896000,0.7275,5538.00,0.480000,259.86
"OGLE-2012-BLG-0950L b",6.56000000,3.50000000000000e+01,0.681000,,,,
"KMT-2024-BLG-0404L b",11.90000000,8.65764580668000e+03,28.200000,,,,
"Kepler-783 c",2.33153725,,2.620000,113.3000,5411.49,0.000000,840.00
"Kepler-602 b",2.09000000,,3.020000,128.7830,6062.00,0.000000,852.00
"TOI-532 b",5.82000000,6.15000000000000e+01,1.720000,94.1000,3927.00,0.000000,867.00
"Kepler-372 b",1.36000000,,5.290000,384.6270,6509.00,0.000000,1081.00
"Kepler-174 b",1.96000000,,3.280000,24.4180,4880.00,0.000000,553.00
"Kepler-178 b",2.90000000,,1.970000,84.5710,5676.00,0.000000,846.00
"TOI-2411 b",1.68000000,,4.010000,1051.1379,4099.00,,1355.00
"Kepler-107 e",2.90300000,1.41000000000000e+01,3.180000,138.7000,5854.00,0.100000,955.00
"Kepler-1348 b",1.94000000,,3.330000,49.6650,5911.00,0.000000,636.00
"Kepler-1117 b",1.11000000,,5.670000,194.9760,5612.00,0.000000,938.00
"Kepler-1604 b",1.41000000,,5.040000,1391.4000,4976.00,0.000000,2023.00
"Kepler-984 b",2.12000000,,2.960000,13.9910,5610.00,0.000000,484.00
"TOI-411 b",1.36200000,1.37100000000000e+01,18.960000,495.1390,6169.00,0.126000,1241.00
"K2-118 b",2.54000000,,2.340000,4.3000,4726.29,0.200000,394.64
"Kepler-11 c",2.87000000,2.90000000000000e+00,0.660000,107.2240,5663.00,0.026000,786.00
"Kepler-632 b",2.21000000,,2.810000,14.7200,5322.00,0.000000,500.00
"Kepler-57 b",3.13500000,2.50600000000000e+01,4.466029,124.3490,5187.90,0.016200,850.00
"HD 141399 c",13.60000000,,0.923000,3.3493,5600.00,0.048000,383.17
"Kepler-277 b",2.92000000,8.73000000000000e+01,9.200000,198.2450,5946.00,0.000000,964.00
"Kepler-461 b",2.58000000,,2.300000,254.9060,5634.00,0.000000,886.00
"K2-185 b",1.15000000,,5.780000,,5788.00,,809.00
"TOI-4600 c",9.42000000,2.94626933289000e+03,,48.3867,5170.00,0.210000,191.00
"Kepler-1098 b",1.30000000,,5.600000,995.6700,5794.00,0.000000,1319.00
"HD 184010 d",14.30000000,,0.269000,3.5509,4971.00,0.000000,381.37
"Kepler-450 c",2.62000000,1.25000000000000e+01,8.800000,213.7310,6197.21,0.020000,944.00
"HD 231701 b",13.70000000,,0.768000,9.1798,6101.00,0.130000,483.27
"Kepler-1736 b",3.87658560,,1.350000,24.2700,6085.00,0.000000,566.00
"Kepler-1888 b",1.32578716,,5.470000,145.6700,5557.00,0.000000,886.00
"2MASS J04414489+2301513 b",12.60000000,2.38360000000000e+03,6.550000,0.0000,2936.00,,17.60
"TYC 3318-01333-1 b",13.10000000,,2.660000,8.1115,4776.00,0.098000,470.43
"WASP-70 A b",13.04700000,1.87512000000000e+02,0.499000,649.1548,5763.00,0.000000,1387.00
"TOI-1798.01",2.44800000,6.50000000000000e+00,2.610000,69.2600,5165.00,0.000000,734.31
"GJ 317 c",13.60000000,,0.993000,0.0008,3496.00,0.217000,47.67
"TOI-1117 d",3.27000000,,1.680000,152.0000,5635.00,0.000000,978.00
"NGTS-39 b",12.19537100,4.66254273069000e+02,1.411000,16.7057,6053.00,0.386000,519.00
"Kepler-1409 b",1.04000000,,5.470000,1552.1330,5160.00,0.000000,1733.00
"K2-177 b",2.11620480,,2.970000,,6063.00,,
"Kepler-1017 b",1.99000000,,3.220000,119.6030,5473.00,0.000000,831.00
"Kepler-467 b",2.25000000,,2.740000,72.7490,5809.00,0.000000,712.00
"Kepler-1364 b",2.15000000,,2.910000,672.0600,6805.00,0.000000,1299.00
"HD 118203 c",12.40000000,3.74719691853000e+03,10.800000,0.1122,5742.00,0.260000,146.00
"Kepler-964 b",2.12000000,,2.960000,43.9160,5427.00,0.000000,652.00
"Kepler-1097 b",3.26000000,,1.700000,1.3000,5211.00,0.000000,267.00
"HD 110113 b",2.05000000,4.55000000000000e+00,2.900000,735.4900,5732.00,0.093000,1371.00
"Kepler-220 e",1.33000000,,5.440000,4.2740,4632.00,0.000000,341.00
"TOI-1386 c",10.30000000,,0.378000,1.7710,5735.00,0.380000,327.40
"TOI-3486 b",10.57006880,9.91624629840000e+01,0.460000,334.0000,4930.00,0.078000,1190.00
"Kepler-315 b",3.77000000,,1.400000,6.6740,5796.00,0.000000,409.00
"Kepler-1078 b",1.90000000,,3.420000,373.9900,5612.00,0.000000,1122.00
"Kepler-1452 b",2.70000000,,2.160000,73.5010,6101.00,0.000000,810.00
"TOI-5380 b",3.48093238,,1.550000,796.3050,6400.78,,1479.00
"Kepler-1055 b",1.23000000,,6.020000,647.2560,5723.00,0.000000,1304.00
"Kepler-60 d",1.99000000,4.16000000000000e+00,2.910000,161.0000,5905.00,0.002000,929.00
"HD 99706 c",12.80000000,,4.740000,,4891.00,0.411000,
"WASP-14 b",15.46842000,2.80961720000000e+03,2.250000,1356.3300,6475.00,0.090000,1872.00
"Kepler-402 c",1.56000000,,4.410000,353.9730,6090.00,0.000000,1140.00
"Kepler-1109 b",2.19000000,,2.840000,11.3820,5893.00,0.000000,787.00
"Kepler-1262 b",1.82000000,,3.620000,142.5450,5771.00,0.000000,949.00
"Kepler-122 c",5.87000000,,0.788000,160.4990,6050.00,0.000000,897.00
"BEBOP-3 b",14.20000000,,0.340000,1.1590,6033.00,0.247000,287.88
"Kepler-1677 b",2.70216183,,2.160000,59.4000,6013.72,0.000000,712.00
"WASP-180 A b",13.89916000,2.86047000000000e+02,0.610000,918.3877,6600.00,0.000000,1540.00
