pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt
"GJ 163 b",3.25000000,,1.700000,5.3165,3500.00,0.073000,438.49
"Kepler-1071 b",2.38000000,,2.550000,45.1200,5215.00,0.000000,814.00
"TOI-1855 b",18.49481816,3.60099585131000e+02,0.310000,852.1620,5359.00,0.033000,1701.00
"WTS-2 b",15.27786700,3.55969600000000e+02,0.540000,2544.6509,5000.00,0.000000,2000.00
"Kepler-779 b",0.92000000,,5.090000,15.0280,3804.00,0.000000,425.00
"TOI-1806.01",3.40953670,,1.590000,2.1473,3272.00,,337.47
"Kepler-1809 b",1.51300000,,4.600000,158.2000,4901.00,0.000000,877.00
"K2-242 b",2.54000000,,2.340000,6.3759,3459.00,,416.00
"Kepler-1929 b",3.07250761,,1.830000,37.2000,5786.00,0.000000,566.00
"Kepler-1081 b",1.01000000,,5.390000,225.2160,5345.00,0.000000,972.00
"GJ 685 b",2.95000000,,1.930000,3.0917,3816.00,0.000000,368.84
"TIC 77319217 b",3.10879526,,1.800000,,5961.52,,
"HIP 29442 c",1.55100000,4.50000000000000e+00,6.300000,451.0000,5289.00,,1123.00
"MOA-bin-1L b",13.00000000,1.20000000000000e+03,3.000000,,,,
"TOI-5398 c",3.52000000,1.18000000000000e+01,1.500000,370.6030,6000.00,0.140000,1242.00
"Kepler-603 b",2.65000000,,2.220000,97.8000,5808.00,0.000000,731.00
"omi CrB b",13.70000000,,0.761000,135.8368,4769.00,0.105000,947.65
"TOI-2818 b",15.27784069,2.25658168970000e+02,0.340000,598.0000,5721.00,0.000000,1376.00
"Kepler-1214 b",2.36000000,,2.580000,23.1800,5130.00,0.000000,591.00
"TOI-2128 b",2.08874836,4.50000000000000e+00,2.680000,86.2315,5968.00,0.000000,780.53
"K2-161 b",6.11721229,,0.747000,,4972.00,,
"TOI-3321 b",15.55806521,1.76076937478000e+02,0.255000,967.9190,5850.00,0.054000,1616.00
"Kepler-1051 b",3.40000000,,1.610000,87.4570,6675.00,0.000000,850.00
"Kepler-649 b",2.26000000,,2.730000,25.1470,5871.00,0.000000,564.00
"HAT-P-55 b",14.84069045,1.89425730572000e+02,0.318000,583.0000,5804.00,0.170000,1367.00
"TAP 26 b",13.50000000,,1.180000,60.0135,4620.00,,774.52
"EPIC 212587672 c",2.32000000,,2.640000,,6004.00,,658.00
"Kepler-912 b",2.80000000,,2.070000,519.9500,5998.00,0.000000,1218.00
"HD 205739 b",13.60000000,,0.951000,2.8535,6176.00,0.270000,362.84
"Kepler-939 b",1.75000000,,3.800000,54.1900,5471.00,0.000000,692.00
"Kepler-1291 b",1.66000000,,4.070000,62.8230,5216.00,0.000000,739.00
"Kepler-1002 b",1.71000000,,3.920000,981.6800,6144.00,0.000000,1453.00
"LkCa 15 b",,,,0.0030,4194.00,,66.87
"Kepler-344 c",2.95000000,,1.930000,2.6730,5774.00,0.000000,360.00
"HIP 65891 b",12.70000000,1.93875328270000e+03,5.200000,5.6170,5000.00,0.090000,429.05
"Kepler-992 b",1.62000000,,4.210000,15.2910,4944.00,0.000000,510.00
"Kepler-246 c",1.50000000,,4.660000,43.2080,5206.00,0.000000,667.00
"WASP-62 b",14.79588000,1.65271600000000e+02,0.262000,1817.8874,6230.00,0.000000,1475.30
"GJ 4274 c",2.83000000,,2.030000,0.1000,3228.00,,157.32
"Kepler-1111 b",2.00000000,,3.200000,118.5200,6077.00,0.000000,938.00
"HATS-45 b",14.41477400,2.22481000000000e+02,0.410000,811.3504,6450.00,0.240000,1518.00
"Kepler-923 b",1.38000000,,5.190000,390.6360,5988.00,0.000000,1104.00
"Kepler-1273 b",2.49000000,,2.410000,14.8770,5566.00,0.000000,573.00
"Kepler-36 c",3.67900000,7.13000000000000e+00,0.787000,191.0000,5979.00,0.000000,928.00
"Kepler-172 b",2.35000000,,2.590000,639.4760,5526.00,0.000000,1256.00
"TOI-784 b",1.93000000,9.67000000000000e+00,7.400000,413.8940,5558.00,0.000000,1256.00
"HATS-7 b",6.31066700,3.81396000000000e+01,0.830000,211.6178,4985.00,0.170000,1084.00
"EPIC 228836835 b",1.10000000,,5.660000,,3782.00,,932.00
"HATS-37 A b",6.79265400,3.14651700000000e+01,0.550000,229.7000,5326.00,0.000000,1085.00
"Kepler-183 c",2.27000000,3.57000000000000e+01,16.800000,108.7170,5888.00,0.000000,857.00
"K2-139 b",9.11000000,1.23000210000000e+02,0.910000,15.5562,5370.00,0.120000,524.00
"TOI-5716 b",0.96000000,,5.220000,3.4093,3436.00,,400.00
"Kepler-258 c",3.61000000,,1.480000,7.9850,4942.00,0.000000,470.00
"Kepler-1311 c",1.22000000,,5.990000,2144.5530,5748.00,0.000000,1671.00
"K2-233 b",1.31500000,2.40000000000000e+00,5.700000,269.0000,4796.00,0.000000,1127.00
"Kepler-902 b",2.54000000,,2.340000,24.8750,5647.00,0.000000,556.00
"Kepler-171 d",1.89000000,,3.440000,15.1030,5642.00,0.000000,497.00
"Kepler-894 b",2.78000000,,2.080000,119.8810,5603.00,0.000000,896.00
"HD 64121 b",13.20000000,,1.940000,7.7628,5078.00,0.110000,464.77
"Kepler-1794 b",1.79426276,,3.680000,57.5900,5052.00,0.000000,703.00
"OGLE-2008-BLG-355L b",12.90000000,1.50000000000000e+03,3.840000,,,,
"iot Dra b",12.40000000,,10.800000,24.9999,4504.00,0.701000,618.67
"Kepler-817 b",9.03000000,,0.449000,550.2030,5861.00,0.000000,1124.00
"K2-391 b",1.37100000,,5.220000,,5543.00,,
"Kepler-298 d",2.50000000,,2.390000,1.7150,4465.00,0.000000,277.00
"K2-268 f",2.23000000,,2.770000,,5106.00,,492.00
"Kepler-1165 b",1.55000000,,4.460000,464.7730,6080.00,0.000000,946.00
"Kepler-1693 c",0.97698289,,5.270000,296.7300,5553.00,0.000000,1059.00
"Kepler-1894 c",1.21000000,,5.960000,243.0600,5772.00,0.000000,1007.00
"Kepler-1669 c",1.90120972,,3.410000,199.2800,4224.00,0.000000,958.00
"TOI-1064 b",2.58700000,1.35000000000000e+01,4.300620,62.9000,4734.00,0.047000,784.00
"HD 216520 c",3.03000000,,1.860000,1.2669,5103.00,0.120000,295.22
"GJ 1137 c",2.11000000,,2.990000,58.4000,5033.80,0.000000,768.51
"Kepler-884 b",1.23000000,,6.020000,139.5000,5715.00,0.000000,964.00
"K2-140 b",13.56286665,2.95580418510000e+02,0.660000,204.0000,5585.00,0.000000,962.00
"K2-71 b",2.15000000,,2.910000,13.4000,4006.00,,533.27
"Kepler-191 c",1.86000000,,3.520000,23.2000,5282.00,0.000000,596.00
"HD 224018 c",2.42000000,1.04000000000000e+01,4.000000,28.2444,5784.00,0.020000,641.00
"Kepler-1019 b",1.46000000,,4.820000,330.2490,4433.00,0.000000,1164.00
"Kepler-904 b",1.77000000,,3.750000,875.4190,6160.00,0.000000,1332.00
"Gaia-4 b",12.40000000,3.75037520260000e+03,10.800000,,4034.00,0.338000,
"HD 192310 b",4.27000000,,1.190000,3.7598,5166.00,0.130000,355.00
"MOA-2009-BLG-319L b",9.64000000,6.73000000000000e+01,0.413000,,,,
"Kepler-97 b",1.48000000,3.51000000000000e+00,5.440000,767.9640,5779.00,0.000000,1328.00
"Kepler-1909 b",1.09217411,,5.610000,266.0100,4935.00,0.000000,1031.00
"Kepler-169 f",2.58000000,,2.300000,2.4390,4997.00,0.000000,321.00
"HD 134606 d",7.59000000,,0.563000,0.3082,5576.00,0.092000,207.68
"Kepler-905 b",1.41000000,,5.040000,185.7710,5461.00,0.000000,928.00
"WASP-28 b",13.66374747,2.82549453823000e+02,0.651163,695.6500,6084.00,0.000000,1456.00
"WISE J033605.05-014350.4 b",12.60000000,2.62208435775000e+03,7.200000,,415.00,,325.00
"GJ 3341 b",2.46000000,,2.440000,3.6578,3526.00,0.310000,377.62
"KOI-55 b",0.75900000,4.40000000000000e-01,5.530000,636352.1258,27730.00,,7777.78
"WASP-113 b",15.79348100,1.50969250000000e+02,0.228000,821.4050,5890.00,0.000000,1496.00
"Kepler-558 b",2.37000000,,2.560000,15.2270,5242.00,0.000000,498.00
"K2-374 b",1.59300000,,4.300000,,5789.00,,
"TOI-1736 b",3.18175535,1.23000000000000e+01,2.090000,329.6000,5636.00,0.000000,1099.79
"TOI-5174 b",5.35100000,,0.889000,100.9112,5643.77,,808.37
"Kepler-5 b",15.98403400,6.70939130000000e+02,0.400000,1822.7580,6297.00,0.000000,1750.00
"K2-210 b",0.86000000,,4.890000,,5500.00,,
"Kepler-1263 b",1.14000000,,5.750000,144.8130,5213.00,0.000000,907.00
"BD-17 63 b",12.80000000,1.63999458012000e+03,4.300000,0.1169,4714.00,0.543900,168.92
"Kepler-130 b",1.02000000,,5.390000,221.7310,5884.00,0.150000,982.00
"WASP-172 b",17.59813000,1.49380100000000e+02,0.160000,1506.5000,6900.00,0.000000,1740.00
"TOI-4552 b",1.11000000,1.83000000000000e+00,7.740000,263.0000,3258.00,0.000000,1122.00
"Kepler-1843 b",2.70909809,,2.160000,111.8000,5422.00,0.000000,772.00
"GJ 1289 b",2.38000000,,2.560000,0.0754,3296.00,0.000000,150.00
"Kepler-1741 b",1.27300000,,5.750000,33.7900,3683.00,0.000000,615.00
"Kepler-955 b",3.13000000,,1.780000,33.0910,5350.00,0.000000,664.00
"TIC 356227008 b",2.39024009,,2.540000,,5731.86,,
"Kepler-223 d",5.24000000,8.00000000000000e+00,0.310000,175.9510,5803.00,0.037000,827.00
"Kepler-224 d",2.30000000,,2.660000,36.2930,5018.00,0.000000,610.00
"HD 184010 c",11.80000000,,0.319000,7.3558,4971.00,0.000000,457.53
"TIC 249022743 b",4.79568155,,1.030000,,5567.58,,
"Kepler-365 b",2.04000000,,3.120000,132.1500,6012.00,0.000000,865.00
"Kepler-532 b",2.57000000,,2.310000,34.0890,5192.00,0.000000,620.00
"TOI-2714 b",13.72000000,2.28000000000000e+02,0.490000,945.5500,5665.00,0.164000,1603.00
"Kepler-403 b",1.25000000,,5.910000,689.4570,6090.00,0.000000,1194.00
"Kepler-474 b",3.06000000,,1.840000,671.0640,5785.00,0.000000,1115.00
"TOI-1472 b",4.05800000,1.80500000000000e+01,1.490000,110.0201,5100.00,0.041000,891.00
"Kepler-555 b",2.83000000,,2.040000,129.3740,5894.00,0.000000,664.00
"TIC 245076932 b",10.87271128,1.62092487570000e+02,0.746600,85.6018,6130.00,0.428000,845.00
"Kepler-683 b",1.97000000,,3.260000,702.2810,5703.00,0.000000,1332.00
"Kepler-272 d",2.25000000,,2.740000,141.1350,5297.00,0.000000,777.00
"HATS-10 b",10.86152100,1.67178580000000e+02,0.700000,836.8558,5880.00,0.501000,1407.00
"Kepler-229 b",2.20000000,,2.830000,76.2170,5120.00,0.000000,823.00
"Kepler-1977 b",1.66000000,,4.070000,95.6100,4805.00,0.000000,798.00
"Kepler-814 b",2.12000000,,2.960000,935.1240,6162.00,0.000000,1164.00
"WASP-2 b",12.11692900,2.95899730000000e+02,0.914000,492.0000,5180.00,0.005400,1311.00
"Kepler-1038 b",3.53000000,,1.520000,1.5120,5335.00,0.000000,285.00
"Kepler-1802 c",2.32200000,,2.630000,3.8600,4245.00,0.000000,357.00
"Kepler-56 c",9.80000000,1.81000000000000e+02,1.060000,317.2060,4840.00,0.000000,1087.00
"bet Pic c",12.50000000,2.76510714090000e+03,7.780000,1.2305,8038.68,0.307000,1250.00
"Kepler-97 c",,3.44000000000000e+02,,,5779.00,,
"HD 171238 b",12.50000000,2.79688998160000e+03,7.870000,0.0989,5467.00,0.358000,166.96
"Kepler-595 c",1.00900000,3.30000000000000e+00,6.900000,50.2300,5138.50,0.000000,679.00
"HD 137496 c",12.60000000,,6.690000,1.5713,5799.00,0.477000,370.00
"WASP-145 A b",10.08810000,2.82868700000000e+02,1.600000,313.4012,4900.00,0.000000,1200.00
"TOI-3785 b",5.14000000,1.49500000000000e+01,0.610000,19.1000,3576.00,0.110000,582.00
"TOI-244 b",1.52000000,2.68000000000000e+00,4.200000,7.3000,3433.00,,458.00
"HD 40307 g",2.56000000,,2.330000,0.6378,4956.00,0.290000,255.00
"HD 113538 b",13.20000000,,0.273000,0.0585,4462.00,0.140000,140.67
"Kepler-1138 b",1.70000000,,3.950000,245.9040,5582.00,0.000000,1080.00
"TOI-1466 b",2.46741991,,2.430000,167.0990,4435.39,,1001.00
"HIP 21152 b",12.00000000,7.62788176800000e+03,24.300000,0.0150,6655.00,0.360000,1300.00
"K2-9 b",2.25000000,,2.740000,1.3600,3390.00,,314.00
"PDS 70 b",21.96960217,1.01705090240000e+03,0.527000,0.0008,4109.00,0.170000,1392.00
"TOI-5344 b",10.60369574,1.30945303684000e+02,0.604000,38.0000,3747.00,0.054000,689.00
"TOI-2382 b",12.25141591,2.35193021180000e+02,0.680000,689.0000,6033.00,0.180000,1426.00
"KMT-2024-BLG-2059L b",2.54000000,6.99222495400000e+00,2.340000,,,,
"TOI-2010 b",11.81426566,4.08727331402000e+02,1.360000,4.0900,5929.00,0.212000,400.20
"WASP-136 b",16.81347105,4.79920894570000e+02,0.583527,1843.4633,6250.00,0.000000,1630.00
"HD 11977 b",12.70000000,,5.580000,18.5126,4970.00,0.400000,547.97
"HD 102272 b",12.90000000,,4.020000,176.4116,4790.00,0.050000,1038.01
"Kepler-1949 b",2.21964541,,2.790000,2016.2500,6028.00,0.000000,1709.00
"Kepler-1496 b",2.22000000,,2.790000,18.3830,6182.00,0.000000,535.00
"HD 128311 c",13.00000000,1.20425787000000e+03,3.010000,0.1017,4965.00,0.159000,158.23
"Kepler-1954 b",1.80235934,,3.660000,192.0900,5840.00,0.000000,949.00
"HD 181342 b",13.20000000,,1.930000,5.8360,4945.00,0.022000,410.15
"Kepler-362 c",1.45000000,,4.870000,36.6670,5788.00,0.000000,543.00
"K2-204 b",3.17214154,,1.760000,290.0978,5783.00,0.280000,1148.00
"Kepler-366 c",1.79000000,,3.700000,286.6000,6209.00,0.000000,848.00
"Kepler-416 d",1.61000000,,4.240000,583.2500,5670.00,0.000000,1253.00
"KOI-2513.01",2.80224517,7.31005336100000e+03,2000.000000,78.1900,5900.00,0.360000,758.00
"K2-233 d",2.36300000,1.03000000000000e+01,4.300000,12.7000,4796.00,0.180000,525.00
"WASP-187 b",18.38276000,2.54264000000000e+02,0.224000,1594.7600,6150.00,0.000000,1760.00
"OGLE-2011-BLG-0251L b",14.20000000,1.70000000000000e+02,0.326000,,,,
"K2-367 b",2.41300000,,2.510000,,4348.00,,
"K2-191 b",1.57889322,,4.360000,,5176.00,,
"Kepler-1587 b",1.33000000,,5.440000,254.7010,5933.00,0.000000,981.00
"eps CrB b",12.70000000,,5.710000,101.7001,4406.00,0.110000,853.92
"EPIC 201595106 b",1.56500000,7.67000000000000e+00,11.100000,2852.0000,5679.00,0.000000,2038.00
"Kepler-1398 c",1.03000000,,5.430000,738.1830,6126.00,0.000000,1324.00
"WASP-169 b",14.61653600,1.78302630000000e+02,0.330000,1486.8579,6110.00,0.000000,1604.00
"WASP-83 b",11.65736000,9.53490000000000e+01,0.350000,238.8750,5510.00,0.000000,1120.00
"HD 564 b",12.50000000,,0.295000,0.7254,5902.00,0.096000,261.10
"HD 116029 c",13.70000000,,0.863000,,4951.00,0.038000,
"Kepler-301 b",1.35000000,,5.340000,665.4370,5815.00,0.000000,1278.00
"TOI-521 b",1.98000000,5.30000000000000e+00,3.800000,66.0000,3544.00,0.000000,794.00
"HD 211403 b",12.80000000,,4.610000,3.4400,6273.00,0.084000,380.00
"HR 8799 d",13.00000000,3.00000000000000e+03,7.500000,0.0085,7204.58,0.600000,1300.00
"TOI-4513 b",2.34587608,,2.600000,30.3621,5623.93,,653.00
"Kepler-282 e",3.10000000,5.62000000000000e+01,10.400000,24.1140,5656.00,0.000000,484.00
"HD 10180 d",,3.29588058059000e+03,,90.1098,5911.00,0.131000,837.06
"TIC 390586021 b",2.86009388,,2.010000,,4434.81,,
"TOI-4602.01",2.45000000,5.53000000000000e+00,2.180000,664.0000,5966.00,0.000000,1344.00
"HD 8535 b",14.00000000,,0.433000,0.3584,6136.00,0.150000,206.21
"tau Cet f",1.81000000,,3.640000,0.2782,5310.00,0.160000,201.97
"Kepler-380 c",1.27000000,,5.770000,333.5650,6045.00,0.000000,1056.00
"Kepler-756 b",1.12000000,,5.710000,2174.3300,5282.00,0.000000,1741.00
"HD 110014 b",12.40000000,,10.200000,43.9799,4445.00,0.462000,669.84
"EPIC 229004835 b",2.33200000,1.04000000000000e+01,4.490000,69.7000,5868.00,0.230000,804.00
"Kepler-1283 b",1.91000000,,3.400000,80.3400,6175.00,0.000000,764.00
"TOI-1439 b",4.24278610,3.85000000000000e+01,2.760000,68.4355,5841.00,0.157000,748.40
"HAT-P-8 b",15.69260000,4.06822400000000e+02,0.685644,1519.9645,6200.00,0.000000,1713.00
"Kepler-1705 c",2.05000000,5.42000000000000e+00,3.528714,,6312.00,0.028000,
"TOI-3493 b",3.22000000,8.97000000000000e+00,1.470000,245.0000,5844.00,,1102.00
"K2-295 b",10.05447300,1.06473050000000e+02,0.612000,97.8595,4444.00,0.000000,852.00
"Kepler-1899 b",1.55098292,,4.450000,124.3000,4791.00,0.000000,851.00
"TOI-2567 b",10.92875618,6.38835098070000e+01,0.269000,558.0000,5611.00,0.000000,1352.00
"Kepler-600 b",2.90000000,,1.970000,20.1820,5279.00,0.000000,528.00
"GJ 1061 c",1.19000000,1.81000000000000e+00,5.900000,1.4000,2953.00,0.020000,304.12
"iot Dra c",12.20000000,,15.000000,0.1402,4504.00,0.455000,169.31
"HD 99492 c",4.42000000,,1.140000,,4929.00,0.063000,
"Qatar-9 b",11.30988100,3.78217700000000e+02,1.430000,210.6690,4309.00,0.000000,1134.00
"HD 10697 b",12.80000000,1.82528854140100e+03,4.780000,0.7124,5641.00,0.104000,259.25
"Kepler-1453 b",2.67000000,,2.200000,11.8890,5665.00,0.000000,503.00
"Kepler-951 b",5.59000000,,0.840000,2.4720,4834.00,0.000000,340.00
"G 264-012 c",1.76000000,,3.780000,3.8700,3326.00,,387.00
"Kepler-108 c",8.18000000,,0.511000,7.8000,5854.00,0.040000,426.00
"EPIC 212624936 c",2.30000000,,2.660000,,5765.00,,
"HD 191939 d",2.99500000,2.80000000000000e+00,0.570000,14.3000,5348.00,0.031000,540.00
"K2-185 c",2.39000000,,2.540000,,5788.00,,477.00
"Kepler-302 b",4.06000000,,1.270000,31.2470,5740.00,0.000000,634.00
"WASP-44 b",12.32990000,2.76512100000000e+02,0.811000,533.0000,5420.00,0.000000,1337.00
"Kepler-213 c",2.34000000,,2.610000,339.5360,5696.00,0.000000,1060.00
"Kepler-1702 b",1.60190793,,4.280000,22.4000,5093.00,0.000000,555.00
"Kepler-827 b",5.63000000,,0.831000,23.6020,5602.00,0.000000,574.00
"Kepler-26 e",2.41000000,,2.510000,1.7530,4486.00,0.000000,276.00
"Kepler-1359 b",2.83000000,,2.040000,2.4510,4709.00,0.000000,369.00
"Kepler-1512 b",1.18000000,,5.890000,1.6000,4372.00,0.000000,322.00
"HD 206610 b",13.40000000,,1.480000,6.2426,4842.00,0.100000,437.88
"Kepler-99 b",1.48000000,6.15000000000000e+00,10.900000,108.0420,4782.00,0.000000,810.00
"Kepler-158 c",1.90000000,,3.420000,6.6770,4623.00,0.000000,418.00
"Kepler-1010 b",2.32000000,,2.640000,10.1700,5253.00,0.000000,477.00
"KMT-2020-BLG-0414L c",11.90000000,8.58136698900000e+03,28.000000,,,,
"Kepler-1233 b",2.60000000,,2.270000,30.0610,6198.00,0.000000,604.00
"Kepler-1230 b",2.71000000,,2.150000,153.9330,5961.00,0.000000,946.00
"Kepler-300 b",1.67000000,,4.050000,265.1860,5986.00,0.000000,812.00
"GJ 3779 b",2.75000000,,2.110000,12.8254,3324.00,0.070000,526.94
"K2-80 d",2.55211506,,2.330000,,5377.00,,
"TOI-1422 c",2.61000000,1.40000000000000e+01,4.300000,26.5556,5840.00,0.200000,628.00
"K2-337 b",2.62000000,,2.250000,,5869.00,,850.00
"K2-393 b",2.35200000,,2.590000,,5678.00,,
"Kepler-920 b",2.42000000,,2.500000,153.1380,5403.00,0.000000,907.00
"TOI-1386 b",6.21638650,4.58000000000000e+01,1.040000,34.6800,5735.00,0.000000,615.03
"Kepler-687 b",3.52000000,,1.540000,15.6480,4841.00,0.000000,518.00
"TOI-1669 b",14.10000000,,0.374000,0.5710,5497.00,0.000000,241.72
"HD 111232 c",12.20000000,5.74093451564100e+03,17.400000,0.0023,5512.00,0.558000,60.71
"Kepler-1991 b",1.47000000,,4.770000,78.7900,5478.00,0.000000,760.00
"70 Vir b",12.60000000,2.38045000000000e+03,6.540000,12.2183,5495.00,0.398800,525.24
"HD 134060 c",5.91000000,,0.780000,0.2515,5966.00,0.110000,200.67
"HIP 116454 b",2.46900000,9.70000000000000e+00,3.530000,51.2858,5048.00,0.215000,753.20
"Kepler-1646 b",1.23000000,,6.020000,4.2000,3299.00,0.000000,365.00
"Kepler-1637 b",0.89000000,,4.990000,337.7800,5789.00,0.000000,1093.00
"Kepler-50 c",2.17000000,8.20000000000000e+00,9.249213,388.4440,6225.00,0.000000,1125.00
"Kepler-1990 b",3.27000000,,1.680000,1372.8700,5751.00,0.000000,1554.00
"TOI-1749 c",2.12000000,1.40000000000000e+01,,36.1539,3985.00,0.019000,673.00
"Kepler-804 b",1.94000000,,3.330000,83.4270,5817.00,0.000000,779.00
"HD 160691 d",3.23000000,,1.710000,209.5104,5773.00,0.000000,900.00
"HD 191806 b",12.50000000,2.96661035093800e+03,8.350000,0.2951,6010.00,0.213000,206.98
"LP 261-75 b",12.10000000,6.67439654700000e+03,20.700000,0.0000,3138.00,,1500.00
"Kepler-985 b",2.98000000,,1.900000,2.4000,5434.00,0.000000,323.00
"GJ 9714 b",12.50000000,2.98854051102100e+03,8.410000,0.0009,4263.00,0.155000,47.68
"K2-253 b",12.67000000,,,365.8185,6027.00,,1238.00
"Kepler-930 b",2.13000000,,2.950000,16.8510,6335.00,0.000000,561.00
"Kepler-834 b",2.02000000,,3.160000,11.8450,4554.00,0.000000,378.00
"HATS-46 b",10.12172700,5.49845900000000e+01,0.280000,209.7699,5495.00,0.559000,1054.00
"K2-249 b",2.79000000,,2.070000,163.7274,6504.00,,1061.00
"Kepler-1887 b",2.92454357,,1.950000,36.1400,5749.00,0.000000,625.00
"HD 5891 b",12.60000000,,6.660000,96.1914,4673.00,0.070000,918.78
"Kepler-454 c",12.90000000,,3.670000,0.6814,5687.00,0.005300,249.58
"Kepler-1565 b",1.19000000,,5.900000,510.5660,4940.00,0.000000,1234.00
"Kepler-355 b",1.46000000,,4.820000,154.8030,6184.00,0.000000,840.00
"Kepler-1632 b",2.47000000,,2.430000,6.0620,6137.00,0.000000,369.00
"K2-266 b",3.30000000,,1.720000,879.5000,4285.00,,1515.00
"HD 93963 A c",3.11976057,1.84000000000000e+01,3.310000,543.8000,5908.00,0.000000,1212.45
"Kepler-103 c",5.45390000,5.84700000000000e+01,1.980000,5.9700,6047.00,0.103000,434.00
"Kepler-85 e",1.27000000,6.00000000000000e-01,1.600000,24.3180,5436.00,0.000000,559.00
"HD 154672 b",12.80000000,,4.470000,5.0225,5743.00,0.610000,410.76
"Kepler-938 b",2.22000000,,2.790000,8.5700,5533.00,0.000000,544.00
"GJ 163 c",2.50000000,,2.390000,1.2457,3500.00,0.099000,305.07
"TOI-620 b",3.76000000,,1.410000,20.8000,3708.00,0.220000,603.60
"Kepler-1457 b",1.99000000,,3.220000,23.4680,5866.00,0.000000,478.00
"GJ 3512 c",14.30000000,,0.271000,0.0005,3141.00,0.089000,42.92
"HD 45184 c",2.91000000,,1.960000,93.3884,5869.00,0.070000,884.78
"K2-148 c",1.73000000,,3.860000,26.5000,4079.00,,630.02
"Kepler-1943 b",1.54869189,,4.470000,724.2000,6032.00,0.000000,1098.00
"GJ 3138 b",1.18000000,,5.950000,118.1000,3717.00,0.190000,902.98
"Kepler-27 b",4.00000000,2.89531000000000e+03,,28.6810,5400.00,0.000000,610.00
"K2-172 c",3.20569097,,1.730000,,5569.00,,
"HAT-P-2 c",12.40000000,3.40076395490000e+03,9.800000,,6412.00,0.370000,
"HD 114783 c",13.40000000,6.03873973300000e+02,1.380000,0.0170,5135.00,0.050000,101.53
"NGTS-9 b",11.99363000,9.21707000000000e+02,2.930000,729.0000,6330.00,0.060000,1448.00
"Kepler-584 b",4.21000000,,1.220000,76.3390,6195.00,0.000000,664.00
"Kepler-799 b",6.88000000,,0.640000,6.3560,5681.00,0.000000,433.00
"Kepler-132 d",1.55000000,,4.460000,68.6000,6003.00,0.000000,758.00
"Kepler-1961 b",1.61878080,,4.210000,132.9800,5401.00,0.000000,866.00
"K2-388 b",3.90000000,,1.340000,138.0000,5310.00,,874.00
"K2-153 b",2.00000000,,3.200000,11.8000,3845.00,,497.00
"TOI-1224 b",2.10400000,,3.000000,13.9295,3326.00,,541.00
"HIP 54597 b",13.30000000,7.62788176800000e+02,1.780000,0.0143,4799.00,0.030000,94.00
"WASP-5 b",12.18400000,5.02150000000000e+02,1.640000,1559.4762,5700.00,0.038000,1706.00
"HD 195019 b",13.00000000,,3.160000,109.8620,5751.00,0.010000,901.66
"KMT-2019-BLG-1339L b",13.70000000,3.97000000000000e+02,0.848000,,,,
"HD 75289 b",14.20000000,,0.299000,821.3488,6117.00,0.030000,1260.00
"Kepler-102 e",2.17000000,4.70000000000000e+00,2.500000,20.3000,4909.00,0.089000,590.00
"Kepler-334 b",1.12000000,,5.710000,300.9820,5828.00,0.000000,1090.00
"Kepler-623 b",3.01000000,,1.880000,77.0980,5443.00,0.000000,825.00
"Kepler-248 b",3.02000000,,1.870000,79.3110,5190.00,0.000000,819.00
"K2-180 b",2.46597575,1.14100398113000e+01,4.160000,48.3000,5365.00,0.075000,797.50
"K2-122 b",1.16000000,,5.810000,79.9000,4009.00,0.210000,769.00
"Kepler-424 c",12.70000000,,5.940000,1.3285,5460.00,,298.76
"TOI-654.01",2.37800000,8.71000000000000e+00,3.590000,65.0000,3521.00,0.000000,794.00
"Kepler-295 d",1.36000000,,5.290000,104.9620,5603.00,0.000000,533.00
